datelabel,beat,CrimeType,Incidents,Latitude,Longitude
10/13/2014,G2,Assault,1,47.59589351,-122.3066351
10/13/2014,E2,Assault,1,47.61184148,-122.3201628
10/13/2014,E3,Assault,1,47.60316057,-122.3193215
10/13/2014,G2,Assault,1,47.59589351,-122.3066351
10/13/2014,C2,Assault,1,47.61923678,-122.3135591
10/13/2014,C1,Assault,1,47.63424905,-122.3156873
10/13/2014,E2,Assault,1,47.61184148,-122.3201628
10/13/2014,G1,Assault,1,47.60913583,-122.3079013
10/13/2014,E1,Burglary,1,47.62034695,-122.3244215
10/13/2014,C3,Rape,1,47.63007879,-122.2920892
10/13/2014,C3,Rape,1,47.63007879,-122.2920892
10/13/2014,C1,Robbery,1,47.63424905,-122.3156873
10/13/2014,E1,Robbery,1,47.62034695,-122.3244215
10/13/2014,E2,Robbery,1,47.61184148,-122.3201628
10/13/2014,E1,Robbery,1,47.62034695,-122.3244215
10/13/2014,E2,Robbery,1,47.61184148,-122.3201628
10/13/2014,N3,Assault,1,47.70449976,-122.329962
10/13/2014,J1,Assault,1,47.67680873,-122.337901
10/13/2014,N1,Assault,1,47.72268665,-122.34046
10/13/2014,B2,Assault,1,47.67905116,-122.39175
10/13/2014,J1,Assault,1,47.67680873,-122.337901
10/13/2014,J2,Assault,1,47.66133568,-122.3638216
10/13/2014,J3,Assault,1,47.65637666,-122.33647
10/13/2014,L1,Assault,1,47.7265467,-122.3026333
10/13/2014,N3,Assault,1,47.70449976,-122.329962
10/13/2014,U1,Assault,1,47.68486687,-122.3099149
10/13/2014,B3,Assault,1,47.68129096,-122.3642373
10/13/2014,N3,Assault,1,47.70449976,-122.329962
10/13/2014,U1,Assault,1,47.68486687,-122.3099149
10/13/2014,J3,Burglary,1,47.65637666,-122.33647
10/13/2014,L1,Burglary,1,47.7265467,-122.3026333
10/13/2014,N1,Burglary,1,47.72268665,-122.34046
10/13/2014,U1,Burglary,1,47.68486687,-122.3099149
10/13/2014,J3,Homicide,1,47.65637666,-122.33647
10/13/2014,B3,Rape,1,47.68129096,-122.3642373
10/13/2014,L1,Rape,1,47.7265467,-122.3026333
10/13/2014,N3,Rape,1,47.70449976,-122.329962
10/13/2014,U2,Robbery,1,47.65855295,-122.3065966
10/13/2014,B2,Robbery,1,47.67905116,-122.39175
10/13/2014,J1,Robbery,1,47.67680873,-122.337901
10/13/2014,B2,Robbery,1,47.67905116,-122.39175
10/13/2014,J2,Robbery,1,47.66133568,-122.3638216
10/13/2014,U1,Robbery,1,47.68486687,-122.3099149
10/13/2014,U2,Robbery,1,47.65855295,-122.3065966
10/13/2014,U3,Robbery,1,47.66600663,-122.3122063
10/13/2014,R3,Assault,1,47.55279355,-122.2682133
10/13/2014,O2,Assault,1,47.56568576,-122.3309437
10/13/2014,O3,Assault,1,47.53458317,-122.303027
10/13/2014,R1,Assault,1,47.57581055,-122.2887105
10/13/2014,R3,Assault,1,47.55279355,-122.2682133
10/13/2014,R1,Assault,1,47.57581055,-122.2887105
10/13/2014,R2,Assault,1,47.56228391,-122.3042432
10/13/2014,O2,Burglary,1,47.56568576,-122.3309437
10/13/2014,O3,Burglary,1,47.53458317,-122.303027
10/13/2014,R3,Burglary,1,47.55279355,-122.2682133
10/13/2014,S2,Burglary,1,47.52635109,-122.2740975
10/13/2014,S3,Burglary,1,47.50935216,-122.2595453
10/13/2014,O1,Burglary,1,47.58228464,-122.3118019
10/13/2014,O3,Burglary,1,47.53458317,-122.303027
10/13/2014,R1,Burglary,1,47.57581055,-122.2887105
10/13/2014,O1,Homicide,1,47.58228464,-122.3118019
10/13/2014,S3,Rape,1,47.50935216,-122.2595453
10/13/2014,R1,Robbery,1,47.57581055,-122.2887105
10/13/2014,S2,Robbery,1,47.52635109,-122.2740975
10/13/2014,R1,Robbery,1,47.57581055,-122.2887105
10/13/2014,R2,Robbery,1,47.56228391,-122.3042432
10/13/2014,S3,Robbery,1,47.50935216,-122.2595453
10/13/2014,R2,Robbery,1,47.56228391,-122.3042432
10/13/2014,S2,Robbery,1,47.52635109,-122.2740975
10/13/2014,S3,Robbery,1,47.50935216,-122.2595453
10/13/2014,F2,Assault,1,47.52544871,-122.3658197
10/13/2014,W3,Assault,1,47.52554975,-122.3845849
10/13/2014,W1,Assault,1,47.57864939,-122.3849859
10/13/2014,F2,Assault,1,47.52544871,-122.3658197
10/13/2014,F1,Burglary,1,47.54835231,-122.3548642
10/13/2014,F3,Burglary,1,47.52610349,-122.3363907
10/13/2014,F1,Robbery,1,47.54835231,-122.3548642
10/13/2014,F3,Robbery,1,47.52610349,-122.3363907
10/13/2014,W1,Robbery,1,47.57864939,-122.3849859
10/13/2014,W3,Robbery,1,47.52554975,-122.3845849
10/13/2014,D1,Assault,1,47.62744091,-122.3457073
10/13/2014,K2,Assault,1,47.59989128,-122.3268156
10/13/2014,D2,Assault,1,47.62565397,-122.3313709
10/13/2014,K3,Assault,1,47.59039595,-122.3335465
10/13/2014,M1,Assault,1,47.61575667,-122.3508697
10/13/2014,Q3,Assault,1,47.62697867,-122.3628092
10/13/2014,K2,Assault,1,47.59989128,-122.3268156
10/13/2014,M2,Assault,1,47.61461326,-122.3402772
10/13/2014,Q1,Assault,1,47.65026072,-122.4000072
10/13/2014,K2,Burglary,1,47.59989128,-122.3268156
10/13/2014,M3,Burglary,1,47.60775547,-122.3408984
10/13/2014,Q1,Burglary,1,47.65026072,-122.4000072
10/13/2014,Q2,Burglary,1,47.64285158,-122.3626752
10/13/2014,D3,Burglary,1,47.6103476,-122.3286556
10/13/2014,K2,Burglary,1,47.59989128,-122.3268156
10/13/2014,K2,Rape,1,47.59989128,-122.3268156
10/13/2014,D1,Rape,1,47.62744091,-122.3457073
10/13/2014,M2,Rape,1,47.61461326,-122.3402772
10/13/2014,Q2,Robbery,1,47.64285158,-122.3626752
10/13/2014,D1,Robbery,1,47.62744091,-122.3457073
10/13/2014,K2,Robbery,1,47.59989128,-122.3268156
10/13/2014,M2,Robbery,1,47.61461326,-122.3402772
10/13/2014,Q2,Robbery,1,47.64285158,-122.3626752
10/13/2014,D3,Robbery,1,47.6103476,-122.3286556
10/13/2014,K1,Robbery,1,47.60775354,-122.3341093
10/13/2014,M2,Robbery,1,47.61461326,-122.3402772
10/13/2014,Q3,Robbery,1,47.62697867,-122.3628092
11/13/2014,C2,Assault,1,47.61923678,-122.3135591
11/13/2014,G1,Assault,1,47.60913583,-122.3079013
11/13/2014,C2,Assault,1,47.61923678,-122.3135591
11/13/2014,G1,Burglary,1,47.60913583,-122.3079013
11/13/2014,G3,Burglary,1,47.60318104,-122.2924006
11/13/2014,C2,Burglary,1,47.61923678,-122.3135591
11/13/2014,C3,Burglary,1,47.63007879,-122.2920892
11/13/2014,C2,Robbery,1,47.61923678,-122.3135591
11/13/2014,G1,Robbery,1,47.60913583,-122.3079013
11/13/2014,G3,Robbery,1,47.60318104,-122.2924006
11/13/2014,G1,Robbery,1,47.60913583,-122.3079013
11/13/2014,C1,Robbery,1,47.63424905,-122.3156873
11/13/2014,E3,Robbery,1,47.60316057,-122.3193215
11/13/2014,U2,Assault,1,47.65855295,-122.3065966
11/13/2014,U2,Assault,1,47.65855295,-122.3065966
11/13/2014,B2,Assault,1,47.67905116,-122.39175
11/13/2014,J3,Assault,1,47.65637666,-122.33647
11/13/2014,N1,Assault,1,47.72268665,-122.34046
11/13/2014,N2,Assault,1,47.69846887,-122.3518691
11/13/2014,N3,Assault,1,47.70449976,-122.329962
11/13/2014,U3,Assault,1,47.66600663,-122.3122063
11/13/2014,J2,Assault,1,47.66133568,-122.3638216
11/13/2014,L2,Assault,1,47.70955732,-122.3036621
11/13/2014,U2,Assault,1,47.65855295,-122.3065966
11/13/2014,U3,Assault,1,47.66600663,-122.3122063
11/13/2014,J3,Burglary,1,47.65637666,-122.33647
11/13/2014,L2,Burglary,1,47.70955732,-122.3036621
11/13/2014,L3,Burglary,1,47.68085475,-122.2770349
11/13/2014,N2,Burglary,1,47.69846887,-122.3518691
11/13/2014,N3,Burglary,1,47.70449976,-122.329962
11/13/2014,U1,Burglary,1,47.68486687,-122.3099149
11/13/2014,U3,Burglary,1,47.66600663,-122.3122063
11/13/2014,L2,Burglary,1,47.70955732,-122.3036621
11/13/2014,J3,Rape,1,47.65637666,-122.33647
11/13/2014,L2,Autotheft,1,47.70955732,-122.3036621
11/13/2014,J3,Robbery,1,47.65637666,-122.33647
11/13/2014,L2,Robbery,1,47.70955732,-122.3036621
11/13/2014,N1,Robbery,1,47.72268665,-122.34046
11/13/2014,N2,Robbery,1,47.69846887,-122.3518691
11/13/2014,N1,Robbery,1,47.72268665,-122.34046
11/13/2014,N3,Robbery,1,47.70449976,-122.329962
11/13/2014,N1,Robbery,1,47.72268665,-122.34046
11/13/2014,N2,Robbery,1,47.69846887,-122.3518691
11/13/2014,U2,Robbery,1,47.65855295,-122.3065966
11/13/2014,U3,Robbery,1,47.66600663,-122.3122063
11/13/2014,B1,Robbery,1,47.70977611,-122.3709884
11/13/2014,J2,Robbery,1,47.66133568,-122.3638216
11/13/2014,J3,Robbery,1,47.65637666,-122.33647
11/13/2014,U1,Robbery,1,47.68486687,-122.3099149
11/13/2014,U3,Robbery,1,47.66600663,-122.3122063
11/13/2014,O1,Assault,1,47.58228464,-122.3118019
11/13/2014,R1,Assault,1,47.57581055,-122.2887105
11/13/2014,S2,Assault,1,47.52635109,-122.2740975
11/13/2014,O1,Assault,1,47.58228464,-122.3118019
11/13/2014,O2,Assault,1,47.56568576,-122.3309437
11/13/2014,R2,Assault,1,47.56228391,-122.3042432
11/13/2014,R3,Assault,1,47.55279355,-122.2682133
11/13/2014,O1,Assault,1,47.58228464,-122.3118019
11/13/2014,O3,Assault,1,47.53458317,-122.303027
11/13/2014,R1,Assault,1,47.57581055,-122.2887105
11/13/2014,R2,Assault,1,47.56228391,-122.3042432
11/13/2014,S3,Assault,1,47.50935216,-122.2595453
11/13/2014,S1,Assault,1,47.54393199,-122.2864787
11/13/2014,O1,Burglary,1,47.58228464,-122.3118019
11/13/2014,O3,Burglary,1,47.53458317,-122.303027
11/13/2014,R1,Burglary,1,47.57581055,-122.2887105
11/13/2014,R3,Burglary,1,47.55279355,-122.2682133
11/13/2014,S2,Burglary,1,47.52635109,-122.2740975
11/13/2014,O3,Burglary,1,47.53458317,-122.303027
11/13/2014,S1,Burglary,1,47.54393199,-122.2864787
11/13/2014,O1,Rape,1,47.58228464,-122.3118019
11/13/2014,R1,Rape,1,47.57581055,-122.2887105
11/13/2014,O1,Robbery,1,47.58228464,-122.3118019
11/13/2014,O3,Robbery,1,47.53458317,-122.303027
11/13/2014,R2,Robbery,1,47.56228391,-122.3042432
11/13/2014,S2,Robbery,1,47.52635109,-122.2740975
11/13/2014,R1,Robbery,1,47.57581055,-122.2887105
11/13/2014,S1,Robbery,1,47.54393199,-122.2864787
11/13/2014,O1,Robbery,1,47.58228464,-122.3118019
11/13/2014,W2,Assault,1,47.56070534,-122.3869494
11/13/2014,F3,Assault,1,47.52610349,-122.3363907
11/13/2014,F2,Assault,1,47.52544871,-122.3658197
11/13/2014,W3,Assault,1,47.52554975,-122.3845849
11/13/2014,F3,Assault,1,47.52610349,-122.3363907
11/13/2014,W3,Assault,1,47.52554975,-122.3845849
11/13/2014,F1,Burglary,1,47.54835231,-122.3548642
11/13/2014,W3,Burglary,1,47.52554975,-122.3845849
11/13/2014,F1,Burglary,1,47.54835231,-122.3548642
11/13/2014,F3,Burglary,1,47.52610349,-122.3363907
11/13/2014,F3,Homicide,1,47.52610349,-122.3363907
11/13/2014,F1,Rape,1,47.54835231,-122.3548642
11/13/2014,F2,Robbery,1,47.52544871,-122.3658197
11/13/2014,F3,Robbery,1,47.52610349,-122.3363907
11/13/2014,W3,Robbery,1,47.52554975,-122.3845849
11/13/2014,F3,Robbery,1,47.52610349,-122.3363907
11/13/2014,W2,Robbery,1,47.56070534,-122.3869494
11/13/2014,F1,Robbery,1,47.54835231,-122.3548642
11/13/2014,F3,Robbery,1,47.52610349,-122.3363907
11/13/2014,K1,Assault,1,47.60775354,-122.3341093
11/13/2014,K3,Assault,1,47.59039595,-122.3335465
11/13/2014,D2,Assault,1,47.62565397,-122.3313709
11/13/2014,K3,Assault,1,47.59039595,-122.3335465
11/13/2014,D1,Assault,1,47.62744091,-122.3457073
11/13/2014,D3,Assault,1,47.6103476,-122.3286556
11/13/2014,Q1,Assault,1,47.65026072,-122.4000072
11/13/2014,K3,Assault,1,47.59039595,-122.3335465
11/13/2014,M1,Assault,1,47.61575667,-122.3508697
11/13/2014,M2,Assault,1,47.61461326,-122.3402772
11/13/2014,Q3,Assault,1,47.62697867,-122.3628092
11/13/2014,D1,Burglary,1,47.62744091,-122.3457073
11/13/2014,D2,Burglary,1,47.62565397,-122.3313709
11/13/2014,K1,Burglary,1,47.60775354,-122.3341093
11/13/2014,M1,Burglary,1,47.61575667,-122.3508697
11/13/2014,M3,Burglary,1,47.60775547,-122.3408984
11/13/2014,M1,Burglary,1,47.61575667,-122.3508697
11/13/2014,M3,Burglary,1,47.60775547,-122.3408984
11/13/2014,Q1,Autotheft,1,47.65026072,-122.4000072
11/13/2014,K2,Robbery,1,47.59989128,-122.3268156
11/13/2014,M1,Robbery,1,47.61575667,-122.3508697
11/13/2014,D2,Robbery,1,47.62565397,-122.3313709
11/13/2014,D2,Robbery,1,47.62565397,-122.3313709
11/13/2014,Q3,Robbery,1,47.62697867,-122.3628092
11/13/2014,D2,Robbery,1,47.62565397,-122.3313709
11/13/2014,M1,Robbery,1,47.61575667,-122.3508697
11/13/2014,Q3,Robbery,1,47.62697867,-122.3628092
12/13/2014,C2,Assault,1,47.61923678,-122.3135591
12/13/2014,G2,Assault,1,47.59589351,-122.3066351
12/13/2014,C2,Assault,1,47.61923678,-122.3135591
12/13/2014,C1,Assault,1,47.63424905,-122.3156873
12/13/2014,C2,Assault,1,47.61923678,-122.3135591
12/13/2014,C3,Assault,1,47.63007879,-122.2920892
12/13/2014,E1,Assault,1,47.62034695,-122.3244215
12/13/2014,E2,Assault,1,47.61184148,-122.3201628
12/13/2014,G2,Assault,1,47.59589351,-122.3066351
12/13/2014,E1,Assault,1,47.62034695,-122.3244215
12/13/2014,E2,Assault,1,47.61184148,-122.3201628
12/13/2014,E3,Assault,1,47.60316057,-122.3193215
12/13/2014,C1,Burglary,1,47.63424905,-122.3156873
12/13/2014,C3,Burglary,1,47.63007879,-122.2920892
12/13/2014,G2,Burglary,1,47.59589351,-122.3066351
12/13/2014,C2,Burglary,1,47.61923678,-122.3135591
12/13/2014,G1,Burglary,1,47.60913583,-122.3079013
12/13/2014,G3,Burglary,1,47.60318104,-122.2924006
12/13/2014,E1,Rape,1,47.62034695,-122.3244215
12/13/2014,G1,Rape,1,47.60913583,-122.3079013
12/13/2014,C1,Robbery,1,47.63424905,-122.3156873
12/13/2014,C2,Robbery,1,47.61923678,-122.3135591
12/13/2014,G3,Robbery,1,47.60318104,-122.2924006
12/13/2014,E3,Robbery,1,47.60316057,-122.3193215
12/13/2014,G2,Robbery,1,47.59589351,-122.3066351
12/13/2014,G1,Robbery,1,47.60913583,-122.3079013
12/13/2014,G3,Robbery,1,47.60318104,-122.2924006
12/13/2014,J3,Assault,1,47.65637666,-122.33647
12/13/2014,L2,Assault,1,47.70955732,-122.3036621
12/13/2014,N1,Assault,1,47.72268665,-122.34046
12/13/2014,N2,Assault,1,47.69846887,-122.3518691
12/13/2014,U2,Assault,1,47.65855295,-122.3065966
12/13/2014,U3,Assault,1,47.66600663,-122.3122063
12/13/2014,B2,Assault,1,47.67905116,-122.39175
12/13/2014,L1,Assault,1,47.7265467,-122.3026333
12/13/2014,U2,Assault,1,47.65855295,-122.3065966
12/13/2014,B1,Assault,1,47.70977611,-122.3709884
12/13/2014,L1,Assault,1,47.7265467,-122.3026333
12/13/2014,N1,Assault,1,47.72268665,-122.34046
12/13/2014,N2,Assault,1,47.69846887,-122.3518691
12/13/2014,J2,Burglary,1,47.66133568,-122.3638216
12/13/2014,N1,Burglary,1,47.72268665,-122.34046
12/13/2014,N3,Burglary,1,47.70449976,-122.329962
12/13/2014,U3,Burglary,1,47.66600663,-122.3122063
12/13/2014,U3,Burglary,1,47.66600663,-122.3122063
12/13/2014,U2,Rape,1,47.65855295,-122.3065966
12/13/2014,U3,Rape,1,47.66600663,-122.3122063
12/13/2014,L2,Robbery,1,47.70955732,-122.3036621
12/13/2014,N2,Robbery,1,47.69846887,-122.3518691
12/13/2014,B1,Robbery,1,47.70977611,-122.3709884
12/13/2014,N2,Robbery,1,47.69846887,-122.3518691
12/13/2014,B1,Robbery,1,47.70977611,-122.3709884
12/13/2014,B2,Robbery,1,47.67905116,-122.39175
12/13/2014,L1,Robbery,1,47.7265467,-122.3026333
12/13/2014,N1,Robbery,1,47.72268665,-122.34046
12/13/2014,N3,Robbery,1,47.70449976,-122.329962
12/13/2014,U3,Robbery,1,47.66600663,-122.3122063
12/13/2014,S1,Assault,1,47.54393199,-122.2864787
12/13/2014,S2,Assault,1,47.52635109,-122.2740975
12/13/2014,O2,Assault,1,47.56568576,-122.3309437
12/13/2014,R1,Assault,1,47.57581055,-122.2887105
12/13/2014,R2,Assault,1,47.56228391,-122.3042432
12/13/2014,S3,Assault,1,47.50935216,-122.2595453
12/13/2014,O1,Assault,1,47.58228464,-122.3118019
12/13/2014,O2,Assault,1,47.56568576,-122.3309437
12/13/2014,S1,Assault,1,47.54393199,-122.2864787
12/13/2014,R2,Assault,1,47.56228391,-122.3042432
12/13/2014,R3,Assault,1,47.55279355,-122.2682133
12/13/2014,S1,Assault,1,47.54393199,-122.2864787
12/13/2014,S2,Assault,1,47.52635109,-122.2740975
12/13/2014,O1,Burglary,1,47.58228464,-122.3118019
12/13/2014,O3,Burglary,1,47.53458317,-122.303027
12/13/2014,R2,Burglary,1,47.56228391,-122.3042432
12/13/2014,S2,Burglary,1,47.52635109,-122.2740975
12/13/2014,R2,Burglary,1,47.56228391,-122.3042432
12/13/2014,S3,Burglary,1,47.50935216,-122.2595453
12/13/2014,O3,Robbery,1,47.53458317,-122.303027
12/13/2014,R1,Robbery,1,47.57581055,-122.2887105
12/13/2014,R2,Robbery,1,47.56228391,-122.3042432
12/13/2014,S2,Robbery,1,47.52635109,-122.2740975
12/13/2014,R1,Robbery,1,47.57581055,-122.2887105
12/13/2014,S3,Robbery,1,47.50935216,-122.2595453
12/13/2014,O1,Robbery,1,47.58228464,-122.3118019
12/13/2014,O2,Robbery,1,47.56568576,-122.3309437
12/13/2014,O3,Robbery,1,47.53458317,-122.303027
12/13/2014,S1,Robbery,1,47.54393199,-122.2864787
12/13/2014,F3,Assault,1,47.52610349,-122.3363907
12/13/2014,F1,Assault,1,47.54835231,-122.3548642
12/13/2014,F2,Assault,1,47.52544871,-122.3658197
12/13/2014,W1,Assault,1,47.57864939,-122.3849859
12/13/2014,W3,Assault,1,47.52554975,-122.3845849
12/13/2014,F1,Assault,1,47.54835231,-122.3548642
12/13/2014,F2,Assault,1,47.52544871,-122.3658197
12/13/2014,F3,Assault,1,47.52610349,-122.3363907
12/13/2014,W3,Assault,1,47.52554975,-122.3845849
12/13/2014,F1,Burglary,1,47.54835231,-122.3548642
12/13/2014,W1,Burglary,1,47.57864939,-122.3849859
12/13/2014,W3,Burglary,1,47.52554975,-122.3845849
12/13/2014,F1,Homicide,1,47.54835231,-122.3548642
12/13/2014,F2,Homicide,1,47.52544871,-122.3658197
12/13/2014,F2,Rape,1,47.52544871,-122.3658197
12/13/2014,F1,Robbery,1,47.54835231,-122.3548642
12/13/2014,F2,Robbery,1,47.52544871,-122.3658197
12/13/2014,W2,Robbery,1,47.56070534,-122.3869494
12/13/2014,D3,Assault,1,47.6103476,-122.3286556
12/13/2014,K2,Assault,1,47.59989128,-122.3268156
12/13/2014,M1,Assault,1,47.61575667,-122.3508697
12/13/2014,M2,Assault,1,47.61461326,-122.3402772
12/13/2014,Q2,Assault,1,47.64285158,-122.3626752
12/13/2014,Q3,Assault,1,47.62697867,-122.3628092
12/13/2014,D2,Assault,1,47.62565397,-122.3313709
12/13/2014,K1,Assault,1,47.60775354,-122.3341093
12/13/2014,Q1,Assault,1,47.65026072,-122.4000072
12/13/2014,K3,Burglary,1,47.59039595,-122.3335465
12/13/2014,Q2,Burglary,1,47.64285158,-122.3626752
12/13/2014,D3,Burglary,1,47.6103476,-122.3286556
12/13/2014,K3,Burglary,1,47.59039595,-122.3335465
12/13/2014,M1,Burglary,1,47.61575667,-122.3508697
12/13/2014,M2,Burglary,1,47.61461326,-122.3402772
12/13/2014,K3,Rape,1,47.59039595,-122.3335465
12/13/2014,K3,Autotheft,1,47.59039595,-122.3335465
12/13/2014,M1,Autotheft,1,47.61575667,-122.3508697
12/13/2014,D3,Robbery,1,47.6103476,-122.3286556
12/13/2014,K2,Robbery,1,47.59989128,-122.3268156
12/13/2014,D2,Robbery,1,47.62565397,-122.3313709
12/13/2014,K1,Robbery,1,47.60775354,-122.3341093
12/13/2014,K2,Robbery,1,47.59989128,-122.3268156
12/13/2014,M1,Robbery,1,47.61575667,-122.3508697
12/13/2014,D2,Robbery,1,47.62565397,-122.3313709
12/13/2014,D1,Robbery,1,47.62744091,-122.3457073
12/13/2014,M3,Robbery,1,47.60775547,-122.3408984
10/13/2014,E3,Assault,2,47.60316057,-122.3193215
10/13/2014,C3,Assault,2,47.63007879,-122.2920892
10/13/2014,C2,Assault,2,47.61923678,-122.3135591
10/13/2014,G1,Burglary,2,47.60913583,-122.3079013
10/13/2014,G2,Burglary,2,47.59589351,-122.3066351
10/13/2014,E2,Burglary,2,47.61184148,-122.3201628
10/13/2014,E3,Burglary,2,47.60316057,-122.3193215
10/13/2014,G2,Burglary,2,47.59589351,-122.3066351
10/13/2014,C2,Robbery,2,47.61923678,-122.3135591
10/13/2014,G1,Robbery,2,47.60913583,-122.3079013
10/13/2014,C1,Robbery,2,47.63424905,-122.3156873
10/13/2014,C3,Robbery,2,47.63007879,-122.2920892
10/13/2014,E1,Robbery,2,47.62034695,-122.3244215
10/13/2014,G1,Robbery,2,47.60913583,-122.3079013
10/13/2014,B1,Assault,2,47.70977611,-122.3709884
10/13/2014,B3,Assault,2,47.68129096,-122.3642373
10/13/2014,U2,Assault,2,47.65855295,-122.3065966
10/13/2014,B1,Burglary,2,47.70977611,-122.3709884
10/13/2014,L2,Burglary,2,47.70955732,-122.3036621
10/13/2014,J1,Burglary,2,47.67680873,-122.337901
10/13/2014,N1,Burglary,2,47.72268665,-122.34046
10/13/2014,U2,Burglary,2,47.65855295,-122.3065966
10/13/2014,J1,Burglary,2,47.67680873,-122.337901
10/13/2014,N3,Burglary,2,47.70449976,-122.329962
10/13/2014,N1,Robbery,2,47.72268665,-122.34046
10/13/2014,B3,Robbery,2,47.68129096,-122.3642373
10/13/2014,J1,Robbery,2,47.67680873,-122.337901
10/13/2014,S1,Assault,2,47.54393199,-122.2864787
10/13/2014,S3,Assault,2,47.50935216,-122.2595453
10/13/2014,S3,Assault,2,47.50935216,-122.2595453
10/13/2014,O1,Assault,2,47.58228464,-122.3118019
10/13/2014,O3,Assault,2,47.53458317,-122.303027
10/13/2014,S1,Assault,2,47.54393199,-122.2864787
10/13/2014,S2,Assault,2,47.52635109,-122.2740975
10/13/2014,S3,Assault,2,47.50935216,-122.2595453
10/13/2014,O1,Assault,2,47.58228464,-122.3118019
10/13/2014,S1,Assault,2,47.54393199,-122.2864787
10/13/2014,S2,Assault,2,47.52635109,-122.2740975
10/13/2014,S3,Assault,2,47.50935216,-122.2595453
10/13/2014,S1,Burglary,2,47.54393199,-122.2864787
10/13/2014,S3,Burglary,2,47.50935216,-122.2595453
10/13/2014,O1,Robbery,2,47.58228464,-122.3118019
10/13/2014,S1,Robbery,2,47.54393199,-122.2864787
10/13/2014,S3,Robbery,2,47.50935216,-122.2595453
10/13/2014,O1,Robbery,2,47.58228464,-122.3118019
10/13/2014,S2,Robbery,2,47.52635109,-122.2740975
10/13/2014,O2,Robbery,2,47.56568576,-122.3309437
10/13/2014,O3,Robbery,2,47.53458317,-122.303027
10/13/2014,R2,Robbery,2,47.56228391,-122.3042432
10/13/2014,F2,Assault,2,47.52544871,-122.3658197
10/13/2014,F1,Assault,2,47.54835231,-122.3548642
10/13/2014,F2,Burglary,2,47.52544871,-122.3658197
10/13/2014,W1,Burglary,2,47.57864939,-122.3849859
10/13/2014,F1,Autotheft,2,47.54835231,-122.3548642
10/13/2014,K1,Assault,2,47.60775354,-122.3341093
10/13/2014,M2,Assault,2,47.61461326,-122.3402772
10/13/2014,M3,Assault,2,47.60775547,-122.3408984
10/13/2014,D1,Assault,2,47.62744091,-122.3457073
10/13/2014,D2,Assault,2,47.62565397,-122.3313709
10/13/2014,D3,Assault,2,47.6103476,-122.3286556
10/13/2014,Q2,Assault,2,47.64285158,-122.3626752
10/13/2014,K3,Assault,2,47.59039595,-122.3335465
10/13/2014,K3,Burglary,2,47.59039595,-122.3335465
10/13/2014,M1,Burglary,2,47.61575667,-122.3508697
10/13/2014,D1,Burglary,2,47.62744091,-122.3457073
10/13/2014,K1,Burglary,2,47.60775354,-122.3341093
10/13/2014,K3,Burglary,2,47.59039595,-122.3335465
10/13/2014,M1,Autotheft,2,47.61575667,-122.3508697
10/13/2014,M2,Autotheft,2,47.61461326,-122.3402772
10/13/2014,K2,Robbery,2,47.59989128,-122.3268156
10/13/2014,D1,Robbery,2,47.62744091,-122.3457073
11/13/2014,E1,Assault,2,47.62034695,-122.3244215
11/13/2014,E2,Assault,2,47.61184148,-122.3201628
11/13/2014,G1,Assault,2,47.60913583,-122.3079013
11/13/2014,E2,Assault,2,47.61184148,-122.3201628
11/13/2014,E3,Assault,2,47.60316057,-122.3193215
11/13/2014,E1,Burglary,2,47.62034695,-122.3244215
11/13/2014,E1,Robbery,2,47.62034695,-122.3244215
11/13/2014,E3,Robbery,2,47.60316057,-122.3193215
11/13/2014,E3,Robbery,2,47.60316057,-122.3193215
11/13/2014,N2,Assault,2,47.69846887,-122.3518691
11/13/2014,B3,Assault,2,47.68129096,-122.3642373
11/13/2014,J1,Assault,2,47.67680873,-122.337901
11/13/2014,L2,Assault,2,47.70955732,-122.3036621
11/13/2014,B1,Assault,2,47.70977611,-122.3709884
